experimentPhase	block	condition	trialnum	subject	task	noisePercent	leftStreamFlip	rightStreamFlip	rightResponseFirst	word1_0	word1_1	word1_2	word1_3	word1_4	word1_5	word1_6	word1_7	word1_8	word1_9	word1_10	word1_11	word1_12	word1_13	word1_14	word1_15	word1_16	word1_17	Seq1_0	Seq1_1	Seq1_2	Seq1_3	Seq1_4	Seq1_5	Seq1_6	Seq1_7	Seq1_8	Seq1_9	Seq1_10	Seq1_11	Seq1_12	Seq1_13	Seq1_14	Seq1_15	Seq1_16	Seq1_17	word2_0	word2_1	word2_2	word2_3	word2_4	word2_5	word2_6	word2_7	word2_8	word2_9	word2_10	word2_11	word2_12	word2_13	word2_14	word2_15	word2_16	word2_17	Seq2_0	Seq2_1	Seq2_2	Seq2_3	Seq2_4	Seq2_5	Seq2_6	Seq2_7	Seq2_8	Seq2_9	Seq2_10	Seq2_11	Seq2_12	Seq2_13	Seq2_14	Seq2_15	Seq2_16	Seq2_17	timingBlips	file	SOA	letterdurDesired	letterDurFrames	letterdur	side	answer	correct	cueSerialPos	response	SPE	targetSP
main	1	0	10	mbl	T1	0	False	False	True	t	k	e	j	s	y	v	h	d	a	x	z	f	w	l	p	u	b	16	8	6	11	0	17	15	1	3	7	5	4	12	10	14	9	13	2	t	k	e	j	s	y	v	h	d	a	x	z	f	w	l	p	u	b	14	13	9	0	3	4	12	1	5	17	8	15	16	11	7	10	6	2	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	K	1	7	K	0	7
main	1	0	11	mbl	T1	0	False	False	False	n	u	g	q	v	k	z	o	c	j	r	b	y	p	h	e	l	x	3	17	10	6	4	14	16	12	8	2	15	5	1	0	11	13	7	9	n	u	g	q	v	k	z	o	c	j	r	b	y	p	h	e	l	x	9	4	13	5	12	6	10	16	8	7	11	15	0	2	17	1	3	14	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	C	1	8	C	0	8
main	1	0	11	mbl	T1	0	False	False	False	n	u	g	q	v	k	z	o	c	j	r	b	y	p	h	e	l	x	3	17	10	6	4	14	16	12	8	2	15	5	1	0	11	13	7	9	n	u	g	q	v	k	z	o	c	j	r	b	y	p	h	e	l	x	9	4	13	5	12	6	10	16	8	7	11	15	0	2	17	1	3	14	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	C	0	8	H	9	8
main	1	0	12	mbl	T1	0	False	False	False	j	k	p	v	z	e	f	u	q	o	g	t	m	l	a	d	y	x	4	2	3	12	17	7	16	14	0	9	15	13	5	1	10	6	8	11	j	k	p	v	z	e	f	u	q	o	g	t	m	l	a	d	y	x	6	1	8	4	15	7	14	12	0	2	9	5	16	3	17	11	13	10	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	D	1	10	D	0	10
main	1	0	12	mbl	T1	0	False	False	False	j	k	p	v	z	e	f	u	q	o	g	t	m	l	a	d	y	x	4	2	3	12	17	7	16	14	0	9	15	13	5	1	10	6	8	11	j	k	p	v	z	e	f	u	q	o	g	t	m	l	a	d	y	x	6	1	8	4	15	7	14	12	0	2	9	5	16	3	17	11	13	10	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	O	0	10	U	-5	10
main	1	0	13	mbl	T1	0	False	False	False	p	u	l	o	e	j	t	w	h	i	v	d	n	b	z	g	c	m	11	12	1	14	10	4	16	0	8	9	17	6	7	2	3	13	15	5	p	u	l	o	e	j	t	w	h	i	v	d	n	b	z	g	c	m	4	0	6	7	1	12	3	13	10	14	9	2	16	15	8	17	5	11	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	P	1	7	P	0	7
main	1	0	13	mbl	T1	0	False	False	False	p	u	l	o	e	j	t	w	h	i	v	d	n	b	z	g	c	m	11	12	1	14	10	4	16	0	8	9	17	6	7	2	3	13	15	5	p	u	l	o	e	j	t	w	h	i	v	d	n	b	z	g	c	m	4	0	6	7	1	12	3	13	10	14	9	2	16	15	8	17	5	11	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	B	0	7	V	1	7
main	1	0	14	mbl	T1	0	False	False	False	l	g	j	c	f	p	u	q	o	b	s	n	x	h	m	t	w	z	5	0	13	15	3	9	2	7	16	8	11	17	14	10	4	1	6	12	l	g	j	c	f	p	u	q	o	b	s	n	x	h	m	t	w	z	3	16	4	2	9	13	0	15	11	5	8	6	1	14	10	12	17	7	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	Z	1	11	Z	0	11
main	1	0	14	mbl	T1	0	False	False	False	l	g	j	c	f	p	u	q	o	b	s	n	x	h	m	t	w	z	5	0	13	15	3	9	2	7	16	8	11	17	14	10	4	1	6	12	l	g	j	c	f	p	u	q	o	b	s	n	x	h	m	t	w	z	3	16	4	2	9	13	0	15	11	5	8	6	1	14	10	12	17	7	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	U	0	11	W	-10	11
main	1	0	15	mbl	T1	0	False	False	False	b	d	s	p	o	g	v	j	u	q	l	y	x	n	c	a	e	w	17	2	16	4	13	3	5	0	14	6	9	11	12	7	15	1	8	10	b	d	s	p	o	g	v	j	u	q	l	y	x	n	c	a	e	w	14	0	7	12	8	9	6	4	17	13	11	1	16	5	3	10	15	2	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	C	1	8	C	0	8
main	1	0	15	mbl	T1	0	False	False	False	b	d	s	p	o	g	v	j	u	q	l	y	x	n	c	a	e	w	17	2	16	4	13	3	5	0	14	6	9	11	12	7	15	1	8	10	b	d	s	p	o	g	v	j	u	q	l	y	x	n	c	a	e	w	14	0	7	12	8	9	6	4	17	13	11	1	16	5	3	10	15	2	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	W	1	8	W	0	8
main	1	0	16	mbl	T1	0	False	False	False	e	b	h	q	v	x	c	u	d	r	t	l	f	m	w	i	n	p	8	4	12	16	1	6	15	2	9	0	17	5	13	11	3	7	10	14	e	b	h	q	v	x	c	u	d	r	t	l	f	m	w	i	n	p	16	8	4	1	12	17	6	15	3	11	9	10	2	7	5	14	13	0	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	E	1	9	E	0	9
main	1	0	16	mbl	T1	0	False	False	False	e	b	h	q	v	x	c	u	d	r	t	l	f	m	w	i	n	p	8	4	12	16	1	6	15	2	9	0	17	5	13	11	3	7	10	14	e	b	h	q	v	x	c	u	d	r	t	l	f	m	w	i	n	p	16	8	4	1	12	17	6	15	3	11	9	10	2	7	5	14	13	0	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	L	0	9	I	-2	9
main	1	0	17	mbl	T1	0	False	False	False	f	l	s	o	b	k	p	c	w	a	j	r	g	e	z	m	v	q	12	10	13	6	7	11	16	0	17	5	3	8	9	15	1	4	2	14	f	l	s	o	b	k	p	c	w	a	j	r	g	e	z	m	v	q	7	5	2	13	15	9	10	3	11	0	14	1	8	12	16	17	4	6	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	O	1	10	O	0	10
main	1	0	17	mbl	T1	0	False	False	False	f	l	s	o	b	k	p	c	w	a	j	r	g	e	z	m	v	q	12	10	13	6	7	11	16	0	17	5	3	8	9	15	1	4	2	14	f	l	s	o	b	k	p	c	w	a	j	r	g	e	z	m	v	q	7	5	2	13	15	9	10	3	11	0	14	1	8	12	16	17	4	6	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	Z	1	10	Z	0	10
main	1	0	18	mbl	T1	0	False	False	False	b	e	y	p	l	c	d	x	j	o	n	t	s	i	h	k	w	z	10	9	7	12	16	17	15	6	2	4	11	13	3	8	0	1	14	5	b	e	y	p	l	c	d	x	j	o	n	t	s	i	h	k	w	z	12	4	2	16	8	10	17	9	15	5	3	1	0	7	6	11	13	14	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	D	1	7	D	0	7
main	1	0	18	mbl	T1	0	False	False	False	b	e	y	p	l	c	d	x	j	o	n	t	s	i	h	k	w	z	10	9	7	12	16	17	15	6	2	4	11	13	3	8	0	1	14	5	b	e	y	p	l	c	d	x	j	o	n	t	s	i	h	k	w	z	12	4	2	16	8	10	17	9	15	5	3	1	0	7	6	11	13	14	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	O	0	7	S	-7	7
main	1	0	19	mbl	T1	0	False	False	True	i	w	a	o	e	p	x	s	f	d	g	h	y	m	c	j	r	l	10	9	5	17	11	13	1	4	15	14	3	0	8	2	7	16	6	12	i	w	a	o	e	p	x	s	f	d	g	h	y	m	c	j	r	l	9	8	2	17	4	12	16	11	7	6	10	14	15	5	3	0	13	1	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	I	1	11	I	0	11
main	1	0	19	mbl	T1	0	False	False	True	i	w	a	o	e	p	x	s	f	d	g	h	y	m	c	j	r	l	10	9	5	17	11	13	1	4	15	14	3	0	8	2	7	16	6	12	i	w	a	o	e	p	x	s	f	d	g	h	y	m	c	j	r	l	9	8	2	17	4	12	16	11	7	6	10	14	15	5	3	0	13	1	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	C	0	11	O	3	11
main	1	0	20	mbl	T1	0	False	False	False	w	p	v	c	u	n	y	g	o	j	d	q	t	z	k	m	h	r	12	16	1	11	3	6	14	0	4	17	9	2	13	8	15	5	10	7	w	p	v	c	u	n	y	g	o	j	d	q	t	z	k	m	h	r	6	14	3	5	13	1	7	12	17	2	8	16	11	0	10	15	9	4	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	Z	1	12	Z	0	12
main	1	0	20	mbl	T1	0	False	False	False	w	p	v	c	u	n	y	g	o	j	d	q	t	z	k	m	h	r	12	16	1	11	3	6	14	0	4	17	9	2	13	8	15	5	10	7	w	p	v	c	u	n	y	g	o	j	d	q	t	z	k	m	h	r	6	14	3	5	13	1	7	12	17	2	8	16	11	0	10	15	9	4	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	Q	0	12	H	-1	12
main	1	0	21	mbl	T1	0	False	False	False	g	n	t	m	w	d	z	p	a	j	y	b	x	i	r	l	h	k	14	9	16	13	0	10	5	17	3	15	11	12	6	2	8	4	1	7	g	n	t	m	w	d	z	p	a	j	y	b	x	i	r	l	h	k	2	4	10	13	12	7	0	9	11	14	1	6	5	16	15	17	8	3	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	M	1	8	M	0	8
main	1	0	21	mbl	T1	0	False	False	False	g	n	t	m	w	d	z	p	a	j	y	b	x	i	r	l	h	k	14	9	16	13	0	10	5	17	3	15	11	12	6	2	8	4	1	7	g	n	t	m	w	d	z	p	a	j	y	b	x	i	r	l	h	k	2	4	10	13	12	7	0	9	11	14	1	6	5	16	15	17	8	3	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	B	0	8	H	5	8
main	1	0	22	mbl	T1	0	False	False	True	j	g	c	a	v	i	x	l	q	d	y	p	e	m	t	r	k	b	12	8	14	10	15	1	2	0	13	17	3	11	6	4	16	7	5	9	j	g	c	a	v	i	x	l	q	d	y	p	e	m	t	r	k	b	6	2	14	7	8	17	5	11	3	1	10	12	15	16	4	0	9	13	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	C	1	6	C	0	6
main	1	0	22	mbl	T1	0	False	False	True	j	g	c	a	v	i	x	l	q	d	y	p	e	m	t	r	k	b	12	8	14	10	15	1	2	0	13	17	3	11	6	4	16	7	5	9	j	g	c	a	v	i	x	l	q	d	y	p	e	m	t	r	k	b	6	2	14	7	8	17	5	11	3	1	10	12	15	16	4	0	9	13	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	I	1	6	I	0	6
main	1	0	23	mbl	T1	0	False	False	True	r	b	k	o	q	y	j	l	h	u	n	t	x	a	s	w	d	f	15	2	14	1	8	11	13	0	4	7	3	10	6	12	5	9	16	17	r	b	k	o	q	y	j	l	h	u	n	t	x	a	s	w	d	f	9	2	7	5	8	14	12	6	16	17	11	4	1	15	3	13	10	0	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	J	1	12	J	0	12
main	1	0	23	mbl	T1	0	False	False	True	r	b	k	o	q	y	j	l	h	u	n	t	x	a	s	w	d	f	15	2	14	1	8	11	13	0	4	7	3	10	6	12	5	9	16	17	r	b	k	o	q	y	j	l	h	u	n	t	x	a	s	w	d	f	9	2	7	5	8	14	12	6	16	17	11	4	1	15	3	13	10	0	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	B	0	12	W	1	12
main	1	0	24	mbl	T1	0	False	False	True	n	s	i	t	y	r	o	w	j	l	m	f	g	a	x	u	v	d	0	8	11	16	17	7	15	5	12	4	10	1	14	3	13	2	6	9	n	s	i	t	y	r	o	w	j	l	m	f	g	a	x	u	v	d	5	1	17	0	15	9	7	2	6	10	16	4	11	3	8	12	14	13	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	S	1	11	S	0	11
main	1	0	24	mbl	T1	0	False	False	True	n	s	i	t	y	r	o	w	j	l	m	f	g	a	x	u	v	d	0	8	11	16	17	7	15	5	12	4	10	1	14	3	13	2	6	9	n	s	i	t	y	r	o	w	j	l	m	f	g	a	x	u	v	d	5	1	17	0	15	9	7	2	6	10	16	4	11	3	8	12	14	13	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	Y	0	11	V	-1	11
main	1	0	25	mbl	T1	0	False	False	True	y	z	q	g	p	o	l	t	w	h	n	e	f	u	c	b	s	k	9	5	7	14	16	11	8	6	3	0	1	13	12	15	17	4	2	10	y	z	q	g	p	o	l	t	w	h	n	e	f	u	c	b	s	k	3	7	14	15	4	17	9	16	11	12	8	5	0	2	10	1	13	6	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	F	1	12	F	0	12
main	1	0	25	mbl	T1	0	False	False	True	y	z	q	g	p	o	l	t	w	h	n	e	f	u	c	b	s	k	9	5	7	14	16	11	8	6	3	0	1	13	12	15	17	4	2	10	y	z	q	g	p	o	l	t	w	h	n	e	f	u	c	b	s	k	3	7	14	15	4	17	9	16	11	12	8	5	0	2	10	1	13	6	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	Y	0	12	W	-2	12
main	1	0	26	mbl	T1	0	False	False	False	d	a	q	z	t	w	f	p	s	v	l	e	b	c	y	r	m	h	15	2	7	14	11	1	16	0	17	4	10	9	6	8	12	5	13	3	d	a	q	z	t	w	f	p	s	v	l	e	b	c	y	r	m	h	0	16	11	14	10	1	13	5	4	7	15	12	8	2	17	9	6	3	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	A	1	5	A	0	5
main	1	0	26	mbl	T1	0	False	False	False	d	a	q	z	t	w	f	p	s	v	l	e	b	c	y	r	m	h	15	2	7	14	11	1	16	0	17	4	10	9	6	8	12	5	13	3	d	a	q	z	t	w	f	p	s	v	l	e	b	c	y	r	m	h	0	16	11	14	10	1	13	5	4	7	15	12	8	2	17	9	6	3	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	A	0	5	O	-10	5
main	1	0	27	mbl	T1	0	False	False	False	x	s	m	k	j	o	e	b	q	p	h	y	w	f	z	u	g	n	3	6	11	5	8	15	14	7	1	10	9	2	12	13	16	4	0	17	x	s	m	k	j	o	e	b	q	p	h	y	w	f	z	u	g	n	1	15	4	16	13	3	14	11	5	7	8	2	12	0	6	17	9	10	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	S	1	8	S	0	8
main	1	0	27	mbl	T1	0	False	False	False	x	s	m	k	j	o	e	b	q	p	h	y	w	f	z	u	g	n	3	6	11	5	8	15	14	7	1	10	9	2	12	13	16	4	0	17	x	s	m	k	j	o	e	b	q	p	h	y	w	f	z	u	g	n	1	15	4	16	13	3	14	11	5	7	8	2	12	0	6	17	9	10	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	O	1	8	O	0	8
main	1	0	28	mbl	T1	0	False	False	True	e	f	r	b	s	z	l	w	j	y	p	g	t	c	u	v	o	n	7	16	3	17	9	15	5	0	11	14	4	2	13	6	12	1	10	8	e	f	r	b	s	z	l	w	j	y	p	g	t	c	u	v	o	n	11	6	17	10	15	16	13	12	3	8	2	0	14	7	1	5	9	4	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	U	1	9	U	0	9
main	1	0	28	mbl	T1	0	False	False	True	e	f	r	b	s	z	l	w	j	y	p	g	t	c	u	v	o	n	7	16	3	17	9	15	5	0	11	14	4	2	13	6	12	1	10	8	e	f	r	b	s	z	l	w	j	y	p	g	t	c	u	v	o	n	11	6	17	10	15	16	13	12	3	8	2	0	14	7	1	5	9	4	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	J	0	9	I	-9	9
main	1	0	29	mbl	T1	0	False	False	False	f	r	l	d	i	a	n	k	e	t	c	v	p	g	q	b	s	m	12	5	15	3	0	7	10	6	16	17	1	9	4	2	8	14	11	13	f	r	l	d	i	a	n	k	e	t	c	v	p	g	q	b	s	m	5	7	9	15	4	3	17	12	13	1	14	8	0	2	6	10	16	11	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	N	1	7	N	0	7
main	1	0	29	mbl	T1	0	False	False	False	f	r	l	d	i	a	n	k	e	t	c	v	p	g	q	b	s	m	12	5	15	3	0	7	10	6	16	17	1	9	4	2	8	14	11	13	f	r	l	d	i	a	n	k	e	t	c	v	p	g	q	b	s	m	5	7	9	15	4	3	17	12	13	1	14	8	0	2	6	10	16	11	0	mbl_26Apr2019_12-01.txt	350	300	18	300	right	P	0	7	R	2	7
main	1	0	30	mbl	T1	0	False	False	True	d	i	r	y	w	j	p	z	e	o	u	s	t	g	x	h	f	c	0	6	13	3	16	15	8	4	9	10	11	7	5	1	12	14	2	17	d	i	r	y	w	j	p	z	e	o	u	s	t	g	x	h	f	c	5	1	2	4	12	13	16	3	17	6	7	0	9	11	14	15	8	10	0	mbl_26Apr2019_12-01.txt	350	300	18	300	left	U	1	9	U	0	9
